x,x,x,-0.261285,-0.367957,-0.412474,-0.431087,-0.438926,-0.442249,-0.443663
x,x,y,-0.311242,-0.400505,-0.428791,-0.438617,-0.44228,-0.443716,-0.444299
x,x,zp,-0.311242,-0.398867,-0.427611,-0.437987,-0.441979,-0.443579,-0.444238
x,x,zm,-0.311242,-0.402143,-0.429971,-0.439246,-0.44258,-0.443853,-0.444359
x,y,x,-0.3612,-0.433053,-0.445108,-0.446146,-0.445633
x,y,y,-0.3612,-0.432398,-0.444712,-0.445954,-0.445545
x,y,zp,-0.3612,-0.431414,-0.443928,-0.445517,-0.445332
x,y,zm,-0.3612,-0.434691,-0.446288,-0.446776,-0.445933
x,zp,x,-0.012338,-0.30446,-0.395516,-0.426298,-0.437479,-0.441777,-0.443497,-0.444204
x,zp,y,-0.335267,-0.418593,-0.438791,-0.44349,-0.444515,-0.44471
x,zp,zp,-0.335267,-0.416955,-0.437611,-0.44286,-0.444214,-0.444574
x,zp,zm,-0.335267,-0.420231,-0.439971,-0.44412,-0.444816,-0.444847
x,zm,x,-0.710061,-0.561645,-0.4947,-0.465995,-0.453786,-0.448589,-0.446372,-0.445425
x,zm,y,-0.387133,-0.447512,-0.451425,-0.448803,-0.44675
x,zm,zp,-0.387133,-0.445874,-0.450245,-0.448173,-0.446449
x,zm,zm,-0.387133,-0.44915,-0.452605,-0.449432,-0.447051
y,x,x,-0.311242,-0.400505,-0.428791,-0.438617,-0.44228,-0.443716,-0.444299
y,x,y,-0.3612,-0.433053,-0.445108,-0.446146,-0.445633
y,x,zp,-0.3612,-0.431414,-0.443928,-0.445517,-0.445332
y,x,zm,-0.3612,-0.434691,-0.446288,-0.446776,-0.445933
y,y,x,-0.3612,-0.432398,-0.444712,-0.445954,-0.445545
y,y,y,-0.3612,-0.431744,-0.444315,-0.445761,-0.445458
y,y,zp,-0.3612,-0.43076,-0.443532,-0.445324,-0.445244
y,y,zm,-0.3612,-0.434036,-0.445892,-0.446584,-0.445846
y,zp,x,-0.335267,-0.418593,-0.438791,-0.44349,-0.444515,-0.44471
y,zp,y,-0.335267,-0.418593,-0.438783,-0.443485,-0.444513,-0.444709
y,zp,zp,-0.335267,-0.416955,-0.437611,-0.44286,-0.444214,-0.444574
y,zp,zm,-0.335267,-0.420231,-0.439971,-0.44412,-0.444816,-0.444847
y,zm,x,-0.387133,-0.447512,-0.451425,-0.448803,-0.44675
y,zm,y,-0.387133,-0.447512,-0.451433,-0.448808,-0.446752
y,zm,zp,-0.387133,-0.445874,-0.450245,-0.448173,-0.446449
y,zm,zm,-0.387133,-0.44915,-0.452605,-0.449432,-0.447051
zp,x,x,-0.311242,-0.398867,-0.427611,-0.437987,-0.441979,-0.443579,-0.444238
zp,x,y,-0.3612,-0.431414,-0.443928,-0.445517,-0.445332
zp,x,zp,-0.3612,-0.429776,-0.442748,-0.444887,-0.445031
zp,x,zm,-0.3612,-0.433053,-0.445108,-0.446146,-0.445633
zp,y,x,-0.3612,-0.431414,-0.443928,-0.445517,-0.445332
zp,y,y,-0.3612,-0.43076,-0.443532,-0.445324,-0.445244
zp,y,zp,-0.3612,-0.429776,-0.442748,-0.444887,-0.445031
zp,y,zm,-0.3612,-0.433053,-0.445108,-0.446146,-0.445633
zp,zp,x,-0.335267,-0.416955,-0.437611,-0.44286,-0.444214,-0.444574
zp,zp,y,-0.335267,-0.416955,-0.437611,-0.44286,-0.444214,-0.444574
zp,zp,zp,-0.335267,-0.415317,-0.436431,-0.442231,-0.443914,-0.444437
zp,zp,zm,-0.335267,-0.418593,-0.438791,-0.44349,-0.444515,-0.44471
zp,zm,x,-0.387133,-0.445874,-0.450245,-0.448173,-0.446449
zp,zm,y,-0.387133,-0.445874,-0.450245,-0.448173,-0.446449
zp,zm,zp,-0.387133,-0.444236,-0.449065,-0.447544,-0.446148
zp,zm,zm,-0.387133,-0.447512,-0.451425,-0.448803,-0.44675
zm,x,x,-0.311242,-0.402143,-0.429971,-0.439246,-0.44258,-0.443853,-0.444359
zm,x,y,-0.3612,-0.434691,-0.446288,-0.446776,-0.445933
zm,x,zp,-0.3612,-0.433053,-0.445108,-0.446146,-0.445633
zm,x,zm,-0.3612,-0.436329,-0.447468,-0.447406,-0.446234
zm,y,x,-0.3612,-0.434691,-0.446288,-0.446776,-0.445933
zm,y,y,-0.3612,-0.434036,-0.445892,-0.446584,-0.445846
zm,y,zp,-0.3612,-0.433053,-0.445108,-0.446146,-0.445633
zm,y,zm,-0.3612,-0.436329,-0.447468,-0.447406,-0.446234
zm,zp,x,-0.335267,-0.420231,-0.439971,-0.44412,-0.444816,-0.444847
zm,zp,y,-0.335267,-0.420231,-0.439971,-0.44412,-0.444816,-0.444847
zm,zp,zp,-0.335267,-0.418593,-0.438791,-0.44349,-0.444515,-0.44471
zm,zp,zm,-0.335267,-0.421869,-0.441151,-0.444749,-0.445117,-0.444983
zm,zm,x,-0.387133,-0.44915,-0.452605,-0.449432,-0.447051
zm,zm,y,-0.387133,-0.44915,-0.452605,-0.449432,-0.447051
zm,zm,zp,-0.387133,-0.447512,-0.451425,-0.448803,-0.44675
zm,zm,zm,-0.387133,-0.450788,-0.453785,-0.450062,-0.447351
