x,x,x,0.016182,0.063598,0.065025,0.054108,0.048026,0.045237,0.044022,0.043497,0.043271,0.043174
x,x,y,0.041418,0.033219,0.041918,0.044787,0.044512,0.043886
x,x,zp,0.054041,0.035967,0.045864,0.046288,0.04502,0.044059,0.043543,0.043298,0.043187
x,x,zm,0.028795,0.03047,0.037971,0.043286,0.044005,0.043713,0.043418
x,y,x,-0.036901,-0.018851,0.017738,0.035439,0.041011,0.042539,0.042941,0.043051,0.043083
x,y,y,0.049505,-0.016221,0.018313,0.035687,0.041123,0.042583,0.042958,0.043058,0.043086
x,y,zp,-0.003408,-0.004869,0.022206,0.036977,0.041521,0.042712,0.043004,0.043075,0.043093
x,y,zm,0.008292,-0.013218,0.014272,0.033969,0.040506,0.042366,0.042879,0.043027,0.043073
x,zp,x,-0.258391,-0.080636,0.022218,0.044265,0.04641,0.045218,0.044174,0.043599,0.043323,0.043198
x,zp,y,-0.221873,-0.073757,0.014306,0.036741,0.041959,0.042991,0.04314,0.043137
x,zp,zp,-0.236498,-0.069298,0.0183,0.038247,0.042467,0.043164,0.043203,0.043161
x,zp,zm,-0.207247,-0.078215,0.010311,0.035234,0.041452,0.042818,0.043078,0.043113,0.04311
x,zm,x,0.184589,0.042933,0.013258,0.026614,0.035613,0.039859,0.041708,0.042502,0.042843,0.042989,0.043052
x,zm,y,0.226757,0.055669,0.022173,0.034206,0.040067,0.042087,0.042742,0.042965,0.043046
x,zm,zp,0.229682,0.059559,0.026112,0.035707,0.040575
x,zm,zm,0.223832,0.051779,0.018233,0.032704,0.039559,0.041914,0.04268,0.042941,0.043036
y,x,x,0.01655,0.031144,0.041848,0.044828,0.044528,0.04389
y,x,y,0.001309,-0.009045,0.018238,0.035473,0.041013,0.042539,0.042941,0.043051,0.043083
y,x,zp,-0.003408,-0.004869,0.022206,0.036977,0.041521,0.042712,0.043004,0.043075,0.043093
y,x,zm,0.008292,-0.013218,0.014272,0.033969,0.040506,0.042366,0.042879,0.043027,0.043073
y,y,x,-0.006344,-0.016293,0.018356,0.035693,0.041123,0.042582,0.042958,0.043058,0.043086
y,y,y,0.039585,-0.023471,0.018428,0.035906,0.041232,0.042626,0.042976,0.043065,0.043089
y,y,zp,-0.01349,-0.012045,0.02232,0.037197,0.041631,0.042755,0.043021,0.043082
y,y,zm,0.000802,-0.020541,0.014391,0.034189,0.040615,0.04241,0.042896,0.043034,0.043076
y,zp,x,-0.221873,-0.073757,0.014306,0.036741,0.041959,0.042991,0.04314,0.043137
y,zp,y,-0.233013,-0.072792,0.014191,0.036745,0.041962,0.042992,0.043141,0.043137
y,zp,zp,-0.236498,-0.069298,0.0183,0.038247,0.042467,0.043164,0.043203,0.043161
y,zp,zm,-0.207247,-0.078215,0.010311,0.035234,0.041452,0.042818,0.043078,0.043113,0.04311
y,zm,x,0.226757,0.055669,0.022173,0.034206,0.040067,0.042087,0.042742,0.042965,0.043046
y,zm,y,0.235631,0.054703,0.022285,0.034202,0.040064,0.042085,0.042742,0.042964,0.043046
y,zm,zp,0.229682,0.059559,0.026112,0.035707,0.040575
y,zm,zm,0.223832,0.051779,0.018233,0.032704,0.039559,0.041914,0.04268,0.042941,0.043036
zp,x,x,0.02161,0.035386,0.04597,0.046339,0.045034,0.044062,0.043544,0.043298,0.043187
zp,x,y,0.01366,-0.003363,0.022386,0.036988,0.041519,0.042711,0.043003,0.043075,0.043093
zp,x,zp,0.010735,0.000569,0.026365,0.038492,0.042027,0.042883,0.043066,0.043099
zp,x,zm,0.016585,-0.007294,0.018407,0.035484,0.041012,0.042538,0.042941,0.043051,0.043083
zp,y,x,0.01366,-0.003363,0.022386,0.036988,0.041519,0.042711,0.043003,0.043075,0.043093
zp,y,y,0.048388,-0.010301,0.022455,0.037201,0.041629,0.042754,0.043021,0.043082
zp,y,zp,0.010735,0.000569,0.026365,0.038492,0.042027,0.042883,0.043066,0.043099
zp,y,zm,0.016585,-0.007294,0.018407,0.035484,0.041012,0.042538,0.042941,0.043051,0.043083
zp,zp,x,-0.282487,-0.068426,0.018452,0.038257,0.042466,0.043163,0.043202,0.043161
