y,y,zm,-0.0,0.012052,-0.015245,-0.027505,-0.031569,-0.032831,-0.033236,-0.033376,-0.033427
y,zp,x,0.14488,0.045932,-0.015173,-0.028892,-0.032297,-0.033153,-0.033375,-0.033435
y,zp,y,0.14488,0.045363,-0.015102,-0.028895,-0.032298,-0.033153,-0.033375,-0.033435
y,zp,zp,0.214824,0.042335,-0.017463,-0.029726,-0.032591,-0.03326,-0.033416,-0.033451
y,zp,zm,0.074936,0.049529,-0.012883,-0.028058,-0.032003,-0.033045,-0.033333,-0.033418,-0.033445
y,zm,x,-0.149872,-0.040093,-0.019725,-0.02753,-0.031303,-0.032673,-0.03316,-0.033341,-0.033411
y,zm,y,-0.149872,-0.039482,-0.019793,-0.027527,-0.031301,-0.032672,-0.03316,-0.033341,-0.033411
y,zm,zp,-0.224807,-0.044437,-0.022006,-0.028359,-0.031596
y,zm,zm,-0.074936,-0.035749,-0.017443,-0.0267,-0.031009,-0.032565,-0.033119,-0.033324,-0.033405
zp,x,x,-0.024331,-0.028442,-0.034705,-0.035084,-0.034463,-0.033968,-0.033697,-0.033566
zp,x,y,-0.004991,-0.00097,-0.019755,-0.029045,-0.032093,-0.033021,-0.033309,-0.033405,-0.033439
zp,x,zp,-0.009983,-0.004641,-0.022051,-0.029877,-0.032387,-0.033128,-0.033351,-0.033421
zp,x,zm,-0.0,0.002701,-0.017459,-0.028213,-0.0318,-0.032913,-0.033267,-0.033388,-0.033432
zp,y,x,-0.004991,-0.00097,-0.019755,-0.029045,-0.032093,-0.033021,-0.033309,-0.033405,-0.033439
zp,y,y,0.016641,0.004294,-0.019801,-0.02917,-0.032156,-0.033046,-0.033319,-0.033409,-0.03344
zp,y,zp,-0.009983,-0.004641,-0.022051,-0.029877,-0.032387,-0.033128,-0.033351,-0.033421
zp,y,zm,-0.0,0.002701,-0.017459,-0.028213,-0.0318,-0.032913,-0.033267,-0.033388,-0.033432
zp,zp,x,0.214824,0.042335,-0.017485,-0.029728,-0.032591,-0.03326,-0.033416,-0.033451
zp,zp,y,0.214824,0.042335,-0.017485,-0.029728,-0.032591,-0.03326,-0.033416,-0.033451
zp,zp,zp,0.279777,0.039043,-0.019785,-0.030562,-0.032885,-0.033368,-0.033458,-0.033468
zp,zp,zm,0.149872,0.045626,-0.015184,-0.028895,-0.032297,-0.033152,-0.033375,-0.033435
zp,zm,x,-0.224807,-0.044275,-0.022026,-0.028362,-0.031596
zp,zm,y,-0.224807,-0.044275,-0.022026,-0.028362,-0.031596
zp,zm,zp,-0.299743,-0.048326,-0.024318,-0.029191,-0.03189,-0.032889,-0.033243,-0.033374,-0.033425
zp,zm,zm,-0.149872,-0.040224,-0.019734,-0.027532,-0.031303,-0.032673,-0.03316,-0.033341,-0.033411
zm,x,x,-0.0,-0.024116,-0.03013,-0.033421,-0.033876,-0.033753,-0.033614
zm,x,y,0.0,0.006809,-0.015143,-0.027377,-0.031506,-0.032805,-0.033226,-0.033371,-0.033425
zm,x,zp,-0.0,0.002539,-0.017418,-0.028208,-0.0318,-0.032913,-0.033268,-0.033388,-0.033432
zm,x,zm,0.0,0.011079,-0.012867,-0.026545,-0.031212,-0.032698,-0.033184,-0.033355,-0.033418
zm,y,x,0.0,0.006809,-0.015143,-0.027377,-0.031506,-0.032805,-0.033226,-0.033371,-0.033425
zm,y,y,-0.0,0.012581,-0.015198,-0.027501,-0.031569,-0.032831,-0.033236,-0.033376,-0.033427
zm,y,zp,-0.0,0.002539,-0.017418,-0.028208,-0.0318,-0.032913,-0.033268,-0.033388,-0.033432
zm,y,zm,0.0,0.011079,-0.012867,-0.026545,-0.031212,-0.032698,-0.033184,-0.033355,-0.033418
zm,zp,x,0.074936,0.049529,-0.012862,-0.028056,-0.032003,-0.033045,-0.033333,-0.033418,-0.033445
zm,zp,y,0.074936,0.049529,-0.012862,-0.028056,-0.032003,-0.033045,-0.033333,-0.033418,-0.033445
zm,zp,zp,0.149872,0.045626,-0.015141,-0.028889,-0.032297,-0.033153,-0.033375,-0.033435
zm,zp,zm,0.0,0.053432,-0.010582,-0.027222,-0.031709,-0.032937,-0.033292,-0.033401,-0.033438
zm,zm,x,-0.074936,-0.035911,-0.017423,-0.026697,-0.031009,-0.032566,-0.033119,-0.033324,-0.033405
zm,zm,y,-0.074936,-0.035911,-0.017423,-0.026697,-0.031009,-0.032566,-0.033119,-0.033324,-0.033405
zm,zm,zp,-0.149872,-0.040548,-0.019694,-0.027527,-0.031303,-0.032673,-0.03316,-0.033341,-0.033411
zm,zm,zm,0.0,-0.031273,-0.015152,-0.025868,-0.030716,-0.032458,-0.033077,-0.033308,-0.033398
