zp,y,zm,-0.020297,-0.012394,0.025208,0.050546,0.059155,0.061645,0.062311,0.062484
zp,zp,x,-0.270633,-0.086648,0.02604,0.054641,0.061508,0.062787,0.06286,0.062751
zp,zp,y,-0.270633,-0.086648,0.02604,0.054641,0.061508,0.062787,0.06286,0.062751
zp,zp,zp,-0.338291,-0.080685,0.031516,0.056827,0.062324,0.063103,0.062992
zp,zp,zm,-0.202975,-0.09261,0.020564,0.052456,0.060691,0.062472,0.062729,0.062692
zp,zm,x,0.262896,0.074443,0.035328,0.050816,0.058436,0.061135,0.062026,0.062334
zp,zm,y,0.262896,0.074443,0.035328,0.050816,0.058436,0.061135,0.062026,0.062334
zp,zm,zp,0.363411,0.081064,0.040802,0.052994,0.059252,0.06145,0.062158,0.062393
zp,zm,zm,0.16238,0.067822,0.029853,0.048637,0.057619,0.060819,0.061894,0.062275
zm,x,x,0.0331,0.038702,0.052652,0.0625,0.06431,0.063958,0.063394
zm,x,y,0.009663,-0.016066,0.020282,0.048435,0.058348,0.061331,0.06218,0.062425
zm,x,zp,0.019326,-0.009116,0.025719,0.050617,0.059165,0.061647,0.062312,0.062484
zm,x,zm,0.0,-0.023017,0.014844,0.046253,0.057532,0.061015,0.062048,0.062366
zm,y,x,0.009663,-0.016066,0.020282,0.048435,0.058348,0.061331,0.06218,0.062425
zm,y,y,0.000729,-0.025881,0.020542,0.048766,0.058531,0.061412,0.062217,0.062442
zm,y,zp,0.019326,-0.009116,0.025719,0.050617,0.059165,0.061647,0.062312,0.062484
zm,y,zm,0.0,-0.023017,0.014844,0.046253,0.057532,0.061015,0.062048,0.062366
zm,zp,x,-0.236804,-0.097418,0.015555,0.050339,0.059884,0.062157,0.062597,0.062633
zm,zp,y,-0.236804,-0.097418,0.015555,0.050339,0.059884,0.062157,0.062597,0.062633
zm,zp,zp,-0.311228,-0.090797,0.020993,0.052524,0.060701,0.062473,0.062729,0.062692
zm,zp,zm,-0.16238,-0.104039,0.010117,0.048153,0.059067,0.061842,0.062465,0.062574
zm,zm,x,0.25613,0.065285,0.025009,0.046531,0.056813,0.060505,0.061763,0.062217
zm,zm,y,0.25613,0.065285,0.025009,0.046531,0.056813,0.060505,0.061763,0.062217
zm,zm,zp,0.34988,0.072565,0.030446,0.04871,0.057629,0.06082,0.061894,0.062275
zm,zm,zm,0.16238,0.058005,0.019572,0.044353,0.055997,0.060189,0.061631,0.062158
