x,x,x,0.017233,0.077729,0.088948,0.07858,0.071071,0.066899,0.064739,0.063645
x,x,y,0.019045,0.038543,0.057374,0.064579,0.065113,0.064272,0.063525
x,x,zp,0.024802,0.043179,0.062793,0.066756,0.065929,0.064587
x,x,zm,0.013289,0.033907,0.051955,0.062402,0.064296,0.063956,0.063393
x,y,x,-0.044221,-0.024682,0.024717,0.050523,0.059157,0.061646,0.062312,0.062484
x,y,y,-0.007607,-0.020794,0.025738,0.050913,0.059343,0.061727,0.062348,0.062501
x,y,zp,0.015943,-0.004463,0.030939,0.052764,0.059977,0.061962,0.062443,0.062543
x,y,zm,-0.010149,-0.017705,0.020026,0.0484,0.058344,0.06133,0.06218,0.062425
x,zp,x,-0.297453,-0.101676,0.03228,0.064794,0.068953,0.067199,0.065251
x,zp,y,-0.253718,-0.092033,0.020797,0.05249,0.060696,0.062472,0.062729,0.062692
x,zp,zp,-0.32476,-0.085741,0.026254,0.054676,0.061513,0.062788,0.06286,0.062751
x,zp,zm,-0.182677,-0.098324,0.01534,0.050304,0.059879,0.062157,0.062597,0.062633
x,zm,x,0.209012,0.052312,0.017154,0.036252,0.04936,0.056093,0.059372,0.060973,0.061762
x,zm,y,0.259513,0.069864,0.030168,0.048673,0.057624,0.06082,0.061894,0.062275
x,zm,zp,0.356646,0.076814,0.035624,0.050852,0.058441,0.061135,0.062026,0.062334
x,zm,zm,0.16238,0.062913,0.024713,0.046495,0.056808,0.060504,0.061763,0.062217
y,x,x,0.048202,0.0417,0.057822,0.064642,0.065122,0.064273,0.063525
y,x,y,0.001532,-0.011085,0.025481,0.050582,0.05916,0.061646,0.062312,0.062484
y,x,zp,0.015943,-0.004463,0.030939,0.052764,0.059977,0.061962,0.062443,0.062543
y,x,zm,-0.010149,-0.017705,0.020026,0.0484,0.058344,0.06133,0.06218,0.062425
y,y,x,0.058108,-0.02079,0.02568,0.0509,0.059341,0.061727,0.062348,0.062501
y,y,y,0.046239,-0.0305,0.025934,0.051232,0.059523,0.061808,0.062385,0.062518
y,y,zp,0.056052,-0.013819,0.031129,0.053082,0.060157,0.062043,0.06248,0.06256
y,y,zm,0.060164,-0.02776,0.020232,0.048718,0.058524,0.061411,0.062216,0.062442
y,zp,x,-0.253718,-0.092033,0.020797,0.05249,0.060696,0.062472,0.062729,0.062692
y,zp,y,-0.267325,-0.090627,0.020603,0.052499,0.060701,0.062475,0.06273,0.062692
y,zp,zp,-0.32476,-0.085741,0.026254,0.054676,0.061513,0.062788,0.06286,0.062751
y,zp,zm,-0.182677,-0.098324,0.01534,0.050304,0.059879,0.062157,0.062597,0.062633
y,zm,x,0.259513,0.069864,0.030168,0.048673,0.057624,0.06082,0.061894,0.062275
y,zm,y,0.27039,0.068457,0.030359,0.048664,0.057619,0.060817,0.061893,0.062275
y,zm,zp,0.356646,0.076814,0.035624,0.050852,0.058441,0.061135,0.062026,0.062334
y,zm,zm,0.16238,0.062913,0.024713,0.046495,0.056808,0.060504,0.061763,0.062217
zp,x,x,0.063304,0.044697,0.062993,0.066783,0.065933,0.064588
zp,x,y,-0.003869,-0.006102,0.030684,0.052729,0.059972,0.061961,0.062443,0.062543
zp,x,zp,0.01256,0.000189,0.036159,0.054911,0.060788,0.062277,0.062575,0.062601
zp,x,zm,-0.020297,-0.012394,0.025208,0.050546,0.059155,0.061645,0.062311,0.062484
zp,y,x,-0.003869,-0.006102,0.030684,0.052729,0.059972,0.061961,0.062443,0.062543
zp,y,y,-0.015943,-0.015706,0.030934,0.05306,0.060154,0.062042,0.06248,0.06256
zp,y,zp,0.01256,0.000189,0.036159,0.054911,0.060788,0.062277,0.062575,0.062601
