x,x,y,-0.01724,0.001542,-0.001333,-0.000303,-5.8e-05,-9e-06,-1e-06,-0.0,-0.0
x,y,x,0.153345,0.069195,0.010011,0.001584,0.000221,3.1e-05,4e-06,1e-06,0.0,0.0
x,y,y,0.162245,0.069975,0.008744,0.001284,0.000164,2.2e-05,3e-06,0.0,0.0
x,y,zp,0.228266,0.068928,0.010109,0.001606,0.000227,3.2e-05,4e-06,1e-06,0.0,0.0
x,y,zm,0.078423,0.069461,0.009913,0.001562,0.000215,3e-05,4e-06,1e-06,0.0,0.0
x,zp,y,0.009713,-0.007815,-0.001793,-0.00042,-7.2e-05,-1.1e-05,-2e-06,-0.0,-0.0
x,zm,y,0.008088,0.009375,-0.00074,-0.000179,-4.2e-05,-7e-06,-1e-06,-0.0,-0.0
y,x,x,-0.01724,0.001542,-0.001333,-0.000303,-5.8e-05,-9e-06,-1e-06,-0.0,-0.0
y,x,y,0.017802,0.00156,-0.002533,-0.000599,-0.000114,-1.8e-05,-3e-06,-0.0,-0.0
y,x,zp,0.005669,0.000974,-0.001282,-0.000299,-5.7e-05,-9e-06,-1e-06,-0.0,-0.0
y,x,zm,0.012132,0.000586,-0.001252,-0.0003,-5.7e-05,-9e-06,-1e-06,-0.0,-0.0
y,y,x,0.162245,0.069975,0.008744,0.001284,0.000164,2.2e-05,3e-06,0.0,0.0
y,y,y,0.1749,0.069551,0.007632,0.000987,0.000108,1.2e-05,1e-06,0.0,0.0
y,y,zp,0.233935,0.069902,0.008827,0.001306,0.00017,2.3e-05,3e-06,0.0,0.0
y,y,zm,0.090556,0.070047,0.008661,0.001262,0.000158,2e-05,3e-06,0.0,0.0
y,zp,x,0.009713,-0.007815,-0.001793,-0.00042,-7.2e-05,-1.1e-05,-2e-06,-0.0,-0.0
y,zp,y,0.019427,-0.015629,-0.003587,-0.00084,-0.000144,-2.3e-05,-3e-06,-0.0,-0.0
y,zp,zp,-0.004837,-0.007261,-0.001827,-0.00042,-7.2e-05,-1.1e-05,-2e-06,-0.0,-0.0
y,zp,zm,0.024264,-0.008369,-0.00176,-0.00042,-7.2e-05,-1.1e-05,-2e-06,-0.0,-0.0
y,zm,x,0.008088,0.009375,-0.00074,-0.000179,-4.2e-05,-7e-06,-1e-06,-0.0,-0.0
y,zm,y,0.016176,0.01875,-0.00148,-0.000358,-8.4e-05,-1.4e-05,-2e-06,-0.0,-0.0
y,zm,zp,0.016176,0.009209,-0.000737,-0.000179,-4.2e-05,-7e-06,-1e-06,-0.0,-0.0
y,zm,zm,0.0,0.009541,-0.000743,-0.000179,-4.2e-05,-7e-06,-1e-06,-0.0,-0.0
zp,x,y,0.005669,0.000974,-0.001282,-0.000299,-5.7e-05,-9e-06,-1e-06,-0.0,-0.0
zp,y,x,0.228266,0.068928,0.010109,0.001606,0.000227,3.2e-05,4e-06,1e-06,0.0,0.0
zp,y,y,0.233935,0.069902,0.008827,0.001306,0.00017,2.3e-05,3e-06,0.0,0.0
zp,y,zp,0.299685,0.068668,0.010207,0.001628,0.000233,3.3e-05,4e-06,1e-06,0.0,0.0
zp,y,zm,0.156847,0.069189,0.01001,0.001584,0.000221,3.1e-05,4e-06,1e-06,0.0,0.0
zp,zp,y,-0.004837,-0.007261,-0.001827,-0.00042,-7.2e-05,-1.1e-05,-2e-06,-0.0,-0.0
zp,zm,y,0.016176,0.009209,-0.000737,-0.000179,-4.2e-05,-7e-06,-1e-06,-0.0,-0.0
zm,x,y,0.012132,0.000586,-0.001252,-0.0003,-5.7e-05,-9e-06,-1e-06,-0.0,-0.0
zm,y,x,0.078423,0.069461,0.009913,0.001562,0.000215,3e-05,4e-06,1e-06,0.0,0.0
zm,y,y,0.090556,0.070047,0.008661,0.001262,0.000158,2e-05,3e-06,0.0,0.0
zm,y,zp,0.156847,0.069189,0.01001,0.001584,0.000221,3.1e-05,4e-06,1e-06,0.0,0.0
zm,y,zm,0.0,0.069733,0.009815,0.00154,0.000209,2.8e-05,4e-06,0.0,0.0
zm,zp,y,0.024264,-0.008369,-0.00176,-0.00042,-7.2e-05,-1.1e-05,-2e-06,-0.0,-0.0
zm,zm,y,0.0,0.009541,-0.000743,-0.000179,-4.2e-05,-7e-06,-1e-06,-0.0,-0.0
