y,zm,y,0.462019,0.079918,0.044714,0.082022,0.098814,0.104647,0.106591,0.107279
y,zm,zp,0.433013,0.091048,0.054109,0.08596,0.100292,0.10522,0.10683,0.107386
y,zm,zm,0.433013,0.072564,0.034779,0.078118,0.097357,0.104085,0.106357,0.107174
zp,x,x,0.029006,0.065415,0.107211,0.115239,0.113844,0.111438
zp,x,y,0.029006,-0.023485,0.048582,0.089808,0.103103,0.106712,0.107582,0.10776
zp,x,zp,0.029006,-0.014243,0.058247,0.093729,0.10457,0.107279,0.107818,0.107866
zp,x,zm,0.029006,-0.032727,0.038917,0.085887,0.101636,0.106145,0.107345,0.107654
zp,y,x,0.029006,-0.023485,0.048582,0.089808,0.103103,0.106712,0.107582,0.10776
zp,y,y,0.091506,-0.036353,0.049121,0.090437,0.103434,0.106858,0.107647,0.107791
zp,y,zp,0.029006,-0.014243,0.058247,0.093729,0.10457,0.107279,0.107818,0.107866
zp,y,zm,0.029006,-0.032727,0.038917,0.085887,0.101636,0.106145,0.107345,0.107654
zp,zp,x,-0.375,-0.138018,0.043054,0.093656,0.105914,0.108204,0.108333,0.108135
zp,zp,y,-0.375,-0.138018,0.043054,0.093656,0.105914,0.108204,0.108333,0.108135
zp,zp,zp,-0.375,-0.128776,0.052719,0.097577,0.107381,0.108772,0.108569
zp,zp,zm,-0.375,-0.147261,0.033389,0.089735,0.104447,0.107637,0.108096,0.108029
zp,zm,x,0.433013,0.091048,0.054109,0.08596,0.100292,0.10522,0.10683,0.107386
zp,zm,y,0.433013,0.091048,0.054109,0.08596,0.100292,0.10522,0.10683,0.107386
zp,zm,zp,0.433013,0.10029,0.063774,0.089881,0.101759,0.105787,0.107067,0.107492
zp,zm,zm,0.433013,0.081806,0.044444,0.082039,0.098824,0.104652,0.106594,0.10728
zm,x,x,0.029006,0.04693,0.087881,0.107397,0.110909,0.110304,0.109291
zm,x,y,0.029006,-0.04197,0.029251,0.081966,0.100168,0.105577,0.107108,0.107548
zm,x,zp,0.029006,-0.032727,0.038917,0.085887,0.101636,0.106145,0.107345,0.107654
zm,x,zm,0.029006,-0.051212,0.019586,0.078045,0.098701,0.10501,0.106871,0.107442
zm,y,x,0.029006,-0.04197,0.029251,0.081966,0.100168,0.105577,0.107108,0.107548
zm,y,y,0.091506,-0.054838,0.029791,0.082595,0.1005,0.105724,0.107174,0.107579
zm,y,zp,0.029006,-0.032727,0.038917,0.085887,0.101636,0.106145,0.107345,0.107654
zm,y,zm,0.029006,-0.051212,0.019586,0.078045,0.098701,0.10501,0.106871,0.107442
zm,zp,x,-0.375,-0.156503,0.023724,0.085814,0.10298,0.10707,0.107859,0.107923
zm,zp,y,-0.375,-0.156503,0.023724,0.085814,0.10298,0.10707,0.107859,0.107923
zm,zp,zp,-0.375,-0.147261,0.033389,0.089735,0.104447,0.107637,0.108096,0.108029
zm,zp,zm,-0.375,-0.165745,0.014059,0.081893,0.101512,0.106503,0.107623,0.107817
zm,zm,x,0.433013,0.072564,0.034779,0.078118,0.097357,0.104085,0.106357,0.107174
zm,zm,y,0.433013,0.072564,0.034779,0.078118,0.097357,0.104085,0.106357,0.107174
zm,zm,zp,0.433013,0.081806,0.044444,0.082039,0.098824,0.104652,0.106594,0.10728
zm,zm,zm,0.433013,0.063321,0.025114,0.074197,0.09589,0.103518,0.10612,0.107068
