y,zm,zm,-0.09375,-0.053467,-0.024081,-0.039356,-0.046588,-0.049198,-0.050092,-0.050416
zp,x,x,-0.034876,-0.040181,-0.051576,-0.053863,-0.053141,-0.052141
zp,x,y,-0.007812,-0.001648,-0.02841,-0.043814,-0.048861,-0.050248,-0.050583,-0.050652
zp,x,zp,-0.015625,-0.007507,-0.032418,-0.045374,-0.049445,-0.050474,-0.050678
zp,x,zm,0.0,0.004211,-0.024401,-0.042253,-0.048278,-0.050022,-0.050489,-0.050609
zp,y,x,-0.007812,-0.001648,-0.02841,-0.043814,-0.048861,-0.050248,-0.050583,-0.050652
zp,y,y,0.019251,0.006123,-0.028595,-0.044044,-0.048991,-0.050306,-0.05061,-0.050664
zp,y,zp,-0.015625,-0.007507,-0.032418,-0.045374,-0.049445,-0.050474,-0.050678
zp,y,zm,0.0,0.004211,-0.024401,-0.042253,-0.048278,-0.050022,-0.050489,-0.050609
zp,zp,x,0.265625,0.063171,-0.024787,-0.04516,-0.049969,-0.050846,-0.050885
zp,zp,y,0.265625,0.063171,-0.024787,-0.04516,-0.049969,-0.050846,-0.050885
zp,zp,zp,0.34375,0.057373,-0.028798,-0.046725,-0.050553,-0.051072,-0.05098
zp,zp,zm,0.1875,0.06897,-0.020775,-0.043595,-0.049385,-0.050619,-0.050791,-0.05076
zp,zm,x,-0.28125,-0.066467,-0.032033,-0.042468,-0.047753,-0.049651,-0.050281,-0.050501
zp,zm,y,-0.28125,-0.066467,-0.032033,-0.042468,-0.047753,-0.049651,-0.050281,-0.050501
zp,zm,zp,-0.375,-0.072388,-0.036039,-0.044023,-0.048336,-0.049877,-0.050376,-0.050544
zp,zm,zm,-0.1875,-0.060547,-0.028027,-0.040912,-0.04717,-0.049424,-0.050187,-0.050459
zm,x,x,0.0,-0.033324,-0.043666,-0.050756,-0.051975,-0.051688,-0.05127
zm,x,y,0.0,0.011261,-0.020453,-0.040692,-0.047695,-0.049796,-0.050394,-0.050567
zm,x,zp,0.0,0.004211,-0.024401,-0.042253,-0.048278,-0.050022,-0.050489,-0.050609
zm,x,zm,-0.0,0.018311,-0.016505,-0.039132,-0.047111,-0.049569,-0.050299,-0.050524
zm,y,x,0.0,0.011261,-0.020453,-0.040692,-0.047695,-0.049796,-0.050394,-0.050567
zm,y,y,0.0,0.019957,-0.020663,-0.040923,-0.047825,-0.049854,-0.05042,-0.050579
zm,y,zp,0.0,0.004211,-0.024401,-0.042253,-0.048278,-0.050022,-0.050489,-0.050609
zm,y,zm,-0.0,0.018311,-0.016505,-0.039132,-0.047111,-0.049569,-0.050299,-0.050524
zm,zp,x,0.09375,0.075989,-0.016825,-0.042029,-0.048802,-0.050393,-0.050696,-0.050718
zm,zp,y,0.09375,0.075989,-0.016825,-0.042029,-0.048802,-0.050393,-0.050696,-0.050718
zm,zp,zp,0.1875,0.06897,-0.020775,-0.043595,-0.049385,-0.050619,-0.050791,-0.05076
zm,zp,zm,0.0,0.083008,-0.012875,-0.040463,-0.048218,-0.050167,-0.050601,-0.050675
zm,zm,x,-0.09375,-0.053467,-0.024081,-0.039356,-0.046588,-0.049198,-0.050092,-0.050416
zm,zm,y,-0.09375,-0.053467,-0.024081,-0.039356,-0.046588,-0.049198,-0.050092,-0.050416
zm,zm,zp,-0.1875,-0.060547,-0.028027,-0.040912,-0.04717,-0.049424,-0.050187,-0.050459
zm,zm,zm,0.0,-0.046387,-0.020136,-0.0378,-0.046005,-0.048972,-0.049997,-0.050374
