x,x,x,-0.03097,-0.060945,-0.069941,-0.062293,-0.056834,-0.053807,-0.052242,-0.051449
x,x,y,-0.017438,-0.036752,-0.047621,-0.05231,-0.052558,-0.051914
x,x,zp,-0.034876,-0.040181,-0.051576,-0.053863,-0.053141,-0.052141
x,x,zm,0.0,-0.033324,-0.043666,-0.050756,-0.051975,-0.051688,-0.05127
x,y,x,-0.003906,0.022173,-0.023561,-0.04218,-0.048274,-0.050022,-0.050489,-0.050609
x,y,y,0.009625,0.01304,-0.024629,-0.042484,-0.048408,-0.05008,-0.050515,-0.050622
x,y,zp,-0.007812,-0.001648,-0.02841,-0.043814,-0.048861,-0.050248,-0.050583,-0.050652
x,y,zm,0.0,0.011261,-0.020453,-0.040692,-0.047695,-0.049796,-0.050394,-0.050567
x,zp,x,0.179688,0.083389,-0.029438,-0.052682,-0.055421,-0.054057,-0.052621
x,zp,y,0.179688,0.06958,-0.020806,-0.043594,-0.049385,-0.050619,-0.050791,-0.05076
x,zp,zp,0.265625,0.063171,-0.024787,-0.04516,-0.049969,-0.050846,-0.050885
x,zp,zm,0.09375,0.075989,-0.016825,-0.042029,-0.048802,-0.050393,-0.050696,-0.050718
x,zm,x,-0.1875,-0.039043,-0.017684,-0.031678,-0.041127,-0.045986,-0.048356,-0.049515,-0.050086
x,zm,y,-0.1875,-0.059967,-0.028057,-0.040912,-0.04717,-0.049424,-0.050187,-0.050459
x,zm,zp,-0.28125,-0.066467,-0.032033,-0.042468,-0.047753,-0.049651,-0.050281,-0.050501
x,zm,zm,-0.09375,-0.053467,-0.024081,-0.039356,-0.046588,-0.049198,-0.050092,-0.050416
y,x,x,-0.017438,-0.036752,-0.047621,-0.05231,-0.052558,-0.051914
y,x,y,-0.003906,0.004835,-0.024428,-0.042253,-0.048278,-0.050022,-0.050489,-0.050609
y,x,zp,-0.007812,-0.001648,-0.02841,-0.043814,-0.048861,-0.050248,-0.050583,-0.050652
y,x,zm,0.0,0.011261,-0.020453,-0.040692,-0.047695,-0.049796,-0.050394,-0.050567
y,y,x,0.009625,0.01304,-0.024629,-0.042484,-0.048408,-0.05008,-0.050515,-0.050622
y,y,y,0.023157,0.021302,-0.024824,-0.042714,-0.048539,-0.050138,-0.050541,-0.050634
y,y,zp,0.019251,0.006123,-0.028595,-0.044044,-0.048991,-0.050306,-0.05061,-0.050664
y,y,zm,0.0,0.019957,-0.020663,-0.040923,-0.047825,-0.049854,-0.05042,-0.050579
y,zp,x,0.179688,0.06958,-0.020806,-0.043594,-0.049385,-0.050619,-0.050791,-0.05076
y,zp,y,0.179688,0.068589,-0.020652,-0.043602,-0.049389,-0.050621,-0.050791,-0.05076
y,zp,zp,0.265625,0.063171,-0.024787,-0.04516,-0.049969,-0.050846,-0.050885
y,zp,zm,0.09375,0.075989,-0.016825,-0.042029,-0.048802,-0.050393,-0.050696,-0.050718
y,zm,x,-0.1875,-0.059967,-0.028057,-0.040912,-0.04717,-0.049424,-0.050187,-0.050459
y,zm,y,-0.1875,-0.058918,-0.028205,-0.040904,-0.047167,-0.049422,-0.050186,-0.050458
y,zm,zp,-0.28125,-0.066467,-0.032033,-0.042468,-0.047753,-0.049651,-0.050281,-0.050501
