x,x,y,-0.013883,-0.002579,-0.002287,-0.000475,-8.6e-05,-1.4e-05,-2e-06,-0.0,-0.0
x,y,x,0.281632,0.099775,0.014708,0.002279,0.000318,4.4e-05,6e-06,1e-06,0.0,0.0
x,y,y,0.27988,0.095842,0.012505,0.001808,0.000233,3.1e-05,4e-06,0.0,0.0
x,y,zp,0.281632,0.099917,0.014855,0.002321,0.000327,4.6e-05,6e-06,1e-06,0.0,0.0
x,y,zm,0.281632,0.099633,0.01456,0.002238,0.000308,4.2e-05,6e-06,1e-06,0.0,0.0
x,zp,y,0.064376,-0.014726,-0.002939,-0.000637,-0.000106,-1.7e-05,-2e-06,-0.0,-0.0
x,zm,y,-0.067878,0.00686,-0.001466,-0.000305,-6.4e-05,-1e-05,-2e-06,-0.0,-0.0
y,x,x,0.001877,0.001707,-0.001931,-0.000448,-8.4e-05,-1.3e-05,-2e-06,-0.0,-0.0
y,x,y,0.000126,-0.001993,-0.00406,-0.000913,-0.000168,-2.7e-05,-4e-06,-1e-06,-0.0,-0.0
y,x,zp,0.001877,0.001935,-0.001871,-0.000442,-8.3e-05,-1.3e-05,-2e-06,-0.0,-0.0
y,x,zm,0.001877,0.001944,-0.001844,-0.000442,-8.3e-05,-1.3e-05,-2e-06,-0.0,-0.0
y,y,x,0.283508,0.101714,0.01285,0.001837,0.000235,3.1e-05,4e-06,0.0,0.0
y,y,y,0.293889,0.096341,0.010841,0.001371,0.000151,1.7e-05,2e-06,0.0,0.0
y,y,zp,0.283508,0.101852,0.012984,0.001878,0.000244,3.2e-05,4e-06,1e-06,0.0,0.0
y,y,zm,0.283508,0.101577,0.012716,0.001796,0.000225,2.9e-05,4e-06,0.0,0.0
y,zp,x,-0.024264,-0.009419,-0.002759,-0.000616,-0.000105,-1.7e-05,-2e-06,-0.0,-0.0
y,zp,y,0.040111,-0.024145,-0.005698,-0.001253,-0.000212,-3.3e-05,-5e-06,-1e-06,-0.0,-0.0
y,zp,zp,-0.024264,-0.00944,-0.002783,-0.000617,-0.000106,-1.7e-05,-2e-06,-0.0,-0.0
y,zp,zm,-0.024264,-0.009398,-0.002734,-0.000616,-0.000105,-1.7e-05,-2e-06,-0.0,-0.0
y,zm,x,0.028018,0.013298,-0.000957,-0.000268,-6.1e-05,-1e-05,-2e-06,-0.0,-0.0
y,zm,y,-0.03986,0.020158,-0.002423,-0.000573,-0.000125,-2e-05,-3e-06,-0.0,-0.0
y,zm,zp,0.028018,0.01331,-0.000959,-0.000268,-6.1e-05,-1e-05,-2e-06,-0.0,-0.0
y,zm,zm,0.028018,0.013286,-0.000955,-0.000268,-6.1e-05,-1e-05,-2e-06,-0.0,-0.0
zp,x,y,-0.003502,-0.003673,-0.002222,-0.000471,-8.5e-05,-1.3e-05,-2e-06,-0.0,-0.0
zp,y,x,0.382152,0.099259,0.014835,0.002311,0.000327,4.6e-05,6e-06,1e-06,0.0,0.0
zp,y,y,0.37865,0.095586,0.012613,0.001841,0.000242,3.2e-05,4e-06,1e-06,0.0,0.0
zp,y,zp,0.382152,0.099399,0.014983,0.002353,0.000336,4.7e-05,6e-06,1e-06,0.0,0.0
zp,y,zm,0.382152,0.099119,0.014687,0.00227,0.000317,4.4e-05,6e-06,1e-06,0.0,0.0
zp,zp,y,0.044697,-0.013928,-0.002986,-0.000636,-0.000107,-1.7e-05,-2e-06,-0.0,-0.0
zp,zm,y,-0.051702,0.006582,-0.001459,-0.000305,-6.4e-05,-1e-05,-2e-06,-0.0,-0.0
zm,x,y,0.0,-0.004193,-0.002182,-0.000471,-8.5e-05,-1.3e-05,-2e-06,-0.0,-0.0
zm,y,x,0.181111,0.100291,0.014581,0.002247,0.000309,4.2e-05,6e-06,1e-06,0.0,0.0
zm,y,y,0.181111,0.096098,0.012398,0.001776,0.000224,2.9e-05,4e-06,0.0,0.0
zm,y,zp,0.181111,0.100435,0.014728,0.002289,0.000318,4.4e-05,6e-06,1e-06,0.0,0.0
zm,y,zm,0.181111,0.100148,0.014433,0.002206,0.000299,4.1e-05,5e-06,1e-06,0.0,0.0
zm,zp,y,0.084054,-0.015524,-0.002892,-0.000637,-0.000106,-1.7e-05,-2e-06,-0.0,-0.0
zm,zm,y,-0.084054,0.007138,-0.001472,-0.000305,-6.4e-05,-1e-05,-2e-06,-0.0,-0.0
