x,x,y,0.001877,-0.003199,-0.000931,-0.000195,-3.4e-05,-5e-06,-1e-06,-0.0,-0.0
x,y,x,0.193243,0.035937,0.005975,0.000885,0.000126,1.7e-05,2e-06,0.0,0.0
x,y,y,0.19512,0.032905,0.005063,0.000693,9.3e-05,1.2e-05,2e-06,0.0,0.0
x,y,zp,0.205375,0.036306,0.006052,0.000904,0.00013,1.8e-05,2e-06,0.0,0.0
x,y,zm,0.181111,0.035567,0.005898,0.000866,0.000123,1.7e-05,2e-06,0.0,0.0
x,zp,y,-0.024264,-0.004335,-0.001226,-0.000242,-4.2e-05,-6e-06,-1e-06,-0.0,-0.0
x,zm,y,0.028018,-0.001729,-0.000599,-0.000142,-2.5e-05,-4e-06,-1e-06,-0.0,-0.0
y,x,x,0.106857,0.005893,-0.000238,-0.000147,-3.1e-05,-5e-06,-1e-06,-0.0,-0.0
y,x,y,0.10469,0.002916,-0.001126,-0.000336,-6.4e-05,-1e-05,-2e-06,-0.0,-0.0
y,x,zp,0.101062,0.005929,-0.000216,-0.000144,-3e-05,-5e-06,-1e-06,-0.0,-0.0
y,x,zm,0.104565,0.005967,-0.000212,-0.000144,-3e-05,-5e-06,-1e-06,-0.0,-0.0
y,y,x,0.296057,0.041885,0.005761,0.000741,9.6e-05,1.2e-05,2e-06,0.0,0.0
y,y,y,0.293889,0.039279,0.00488,0.000555,6.3e-05,7e-06,1e-06,0.0,0.0
y,y,zp,0.306438,0.042235,0.005835,0.00076,0.0001,1.3e-05,2e-06,0.0,0.0
y,y,zm,0.285676,0.041535,0.005686,0.000722,9.2e-05,1.2e-05,1e-06,0.0,0.0
y,zp,x,0.065537,0.002364,-0.000732,-0.000211,-4e-05,-6e-06,-1e-06,-0.0,-0.0
y,zp,y,0.041273,-0.001972,-0.001957,-0.000453,-8.1e-05,-1.3e-05,-2e-06,-0.0,-0.0
y,zp,zp,0.062035,0.002342,-0.000736,-0.000212,-4e-05,-6e-06,-1e-06,-0.0,-0.0
y,zp,zm,0.069039,0.002386,-0.000727,-0.000211,-4e-05,-6e-06,-1e-06,-0.0,-0.0
y,zm,x,0.14009,0.009533,0.000304,-7.7e-05,-2.1e-05,-4e-06,-1e-06,-0.0,-0.0
y,zm,y,0.168108,0.007805,-0.000295,-0.000219,-4.6e-05,-8e-06,-1e-06,-0.0,-0.0
y,zm,zp,0.14009,0.009517,0.000304,-7.7e-05,-2.1e-05,-4e-06,-1e-06,-0.0,-0.0
y,zm,zm,0.14009,0.009549,0.000303,-7.7e-05,-2.1e-05,-4e-06,-1e-06,-0.0,-0.0
zp,x,y,0.001877,-0.003065,-0.000914,-0.000192,-3.3e-05,-5e-06,-1e-06,-0.0,-0.0
zp,y,x,0.193243,0.034583,0.005848,0.000887,0.000129,1.8e-05,2e-06,0.0,0.0
zp,y,y,0.19512,0.031518,0.004934,0.000695,9.6e-05,1.3e-05,2e-06,0.0,0.0
zp,y,zp,0.205375,0.034951,0.005924,0.000906,0.000133,1.9e-05,3e-06,0.0,0.0
zp,y,zm,0.181111,0.034216,0.005771,0.000868,0.000125,1.7e-05,2e-06,0.0,0.0
zp,zp,y,-0.024264,-0.004413,-0.001228,-0.000242,-4.2e-05,-7e-06,-1e-06,-0.0,-0.0
zp,zm,y,0.028018,-0.001716,-0.000599,-0.000142,-2.5e-05,-4e-06,-1e-06,-0.0,-0.0
zm,x,y,0.001877,-0.002999,-0.000911,-0.000191,-3.3e-05,-5e-06,-1e-06,-0.0,-0.0
zm,y,x,0.193243,0.03729,0.006102,0.000882,0.000124,1.7e-05,2e-06,0.0,0.0
zm,y,y,0.19512,0.034291,0.005191,0.000691,9e-05,1.2e-05,1e-06,0.0,0.0
zm,y,zp,0.205375,0.037661,0.006179,0.000902,0.000128,1.7e-05,2e-06,0.0,0.0
zm,y,zm,0.181111,0.036919,0.006026,0.000863,0.00012,1.6e-05,2e-06,0.0,0.0
zm,zp,y,-0.024264,-0.004258,-0.001224,-0.000241,-4.2e-05,-6e-06,-1e-06,-0.0,-0.0
zm,zm,y,0.028018,-0.001741,-0.000599,-0.000142,-2.5e-05,-4e-06,-1e-06,-0.0,-0.0
